tweet,hashtags
Philippines Confirms Tourism Opening Date  Trial reopening announced for fully vaccinated travellers - full details  https://t.co/4HRgPSPziU   #Philippines #PhilippinesReopening #Travel #TravelNews #Tourism #Vaccinepassport #SoutheastAsia #CovidTravel #TravelRestart  https://t.co/IpE2Ova2AJ,"['philippines', 'philippinesreopening', 'travel', 'travelnews', 'tourism', 'vaccinepassport', 'southeastasia', 'covidtravel', 'travelrestart']"
@TheRealPro7 Vaccinated because I wanted to have #VaccinePassport not for a health reason.  That's why I don't want to jab,['vaccinepassport']
@BarDarkey #VaccinePassport is not helping your business is it. In fact it’s crushing it into the ground.,['vaccinepassport']
Remember When…  #COVID19 #COVID #COVIDIOTS #vaccineSideEffects #VaccinePassport #vaccinedeaths #VaccineMandate #FauciLiedPeopleDied #ArrestFauci #CDC #NaturalImmunity #ProtectYourFamily #RemdesivirKills #CrimesAgainstHumanity #FollowTheScience #PfizerGate #covidvariant #Covid_19  https://t.co/TfVbf2Q6qP,"['covid19', 'covid', 'covidiots', 'vaccinesideeffects', 'vaccinepassport', 'vaccinedeaths', 'vaccinemandate', 'fauciliedpeopledied', 'arrestfauci', 'cdc', 'naturalimmunity', 'protectyourfamily', 'remdesivirkills', 'crimesagainsthumanity', 'followthescience', 'pfizergate', 'covidvariant', 'covid_19']"
The only way people can support small hospitality is if you stop discriminating by implementing a flawed #VaccinePassport,['vaccinepassport']
#VaccinePassport and #segregation obviously working well in #Ireland,"['vaccinepassport', 'segregation', 'ireland']"
"When you all scream about freedom and democracy, I’d like to remind you so: #Freedom  #democracy #covidvariant #COVID19 #Covid #Omicron #vaccination #VaccinePassport","['freedom', 'democracy', 'covidvariant', 'covid19', 'covid', 'omicron', 'vaccination', 'vaccinepassport']"
Is this whats coming? What would it take to indeed pivot?? #qr #VaccinePassport #control   This Pivotal Moment - Episode 1  https://t.co/gGMhFlMEFO via @YouTube,"['qr', 'vaccinepassport', 'control']"
"Right as the vaccine was beginning to be rolled out, the WHO released a guide on how to establish a #VaccinePassport  worldwide which includes digital passports (inside the guide, it says it was funded by the Bill and Melinda Gates Foundation).   https://t.co/vCwJgGUvDM",['vaccinepassport']
#masks are not needed in hospitality and public buildings because they will force you to use a #VaccinePassport for it.   Fight this with all your strength,"['masks', 'vaccinepassport']"
@CorylusFae_MS People Coerced Under Duress are not exercising choice. If this covid #vaccinepassport game had ANYTHING AT ALL to do with health then people who had antibodies from a prior infection would get a VIP pass into any venue. They don't. It looks like a pharmaceuticl mafia rort to me.,['vaccinepassport']
@MorningLiveSABC @LeboThinane @SimzNcongwane Travel ban for #VaccinePassport holders.,['vaccinepassport']
"True Fake Story ( But there is a moral in it, Somewhere ) ___________________  Jesus said: ""They are planning #VaccinePassport for X-mas, OMG""  God said: ""Wait, Let There Be #Omicron""","['vaccinepassport', 'omicron']"
"Just been told by @pbtechnz that a #VaccinePassport isn’t enough ID to pick up a USB cable. It’ll get you through a Police border checkpoint, just not good enough to allow you to click and collect 🙄",['vaccinepassport']
"Ayn Rand predicted in ""Anthem"" that capitalism will turn into dystopian society and that humans are going to be just numbers.  Equality 7-2521 #Anthem #CovidVaccines #VaccinePassport #biometricID #SocialCreditScore","['anthem', 'covidvaccines', 'vaccinepassport', 'biometricid', 'socialcreditscore']"
Can anyone answer me this . . . Are the #Senedd ie the @MarkDrakeford Welsh Assembly Government in breach of Section 13(1) of the Equality Act 2010. With their vaccine passport BS. #lawyers #Covid19 #vaccinepassport #Wales #FMQs #labour  https://t.co/rOIJxZ2vxl,"['senedd', 'lawyers', 'covid19', 'vaccinepassport', 'wales', 'fmqs', 'labour']"
NOT having a #VaccinePassport is #Covidiotic!,"['vaccinepassport', 'covidiotic']"
"@PDidge @MatthewBevan @abcnews @rnz_news An  anti-compulsory-vax slogan  when getting the vax is firmly voluntary. So the huge protests in Australia and across Europe must be against the ""mandates on some movement and employment for the unvaccinated."" then.   The #VaccinePassport or #GreenPass.   https://t.co/bXCSKkX4IK","['vaccinepassport', 'greenpass']"
"yeah, I'm good on the booster shot, thanks.  #vaccine #VaccineSideEffects #vaccines #Booster #VaccineMandates #lockdown #VaccinePassport #Ivermectin #ivermectinworks #VaccineDeath  https://t.co/cHVCQ0VO2y","['vaccine', 'vaccinesideeffects', 'vaccines', 'booster', 'vaccinemandates', 'lockdown', 'vaccinepassport', 'ivermectin', 'ivermectinworks', 'vaccinedeath']"
"Another Great Calgary Freedom Rally November 27th, 2021. Central Memorial Park every Saturday @ 1pm. #VaccineMandate #VaccinePassport  https://t.co/yXG5CoVKT5","['vaccinemandate', 'vaccinepassport']"
Welcome to #totalitarian #europe - ALL OVER AGE 12 ON SKI SLOPES MUST PRESENT A #VACCINEPASSPORT. Only a certain kind of stupid cannot see history repeat here. DESPITE INEFFICACY. #vaccineapartheid Vaccine passports put ski trips on thin ice - The Times   https://t.co/QNHu77wU4x,"['totalitarian', 'europe', 'vaccinepassport', 'vaccineapartheid']"
I’m double jabbed. Just done two LFTs and both are positive. I’m annoyed that I will add to the daily statistics that are used to pump fear into peoples’ homes. I’m sure a #vaccinepassport would have saved me though 🤪 @EndUKLockdown1 @LockdownNo,['vaccinepassport']
"""Switzerland's #VaccinePassport Rules""",['vaccinepassport']
it's not the 90's anymore  #rageagainstthemachine #rageagainstboringwhiteliberals #punksnotdeaditjustlooksdifferent #VaccinePassport #VaccineMandate @RATM  https://t.co/kMGzUOOOfQ,"['rageagainstthemachine', 'rageagainstboringwhiteliberals', 'punksnotdeaditjustlooksdifferent', 'vaccinepassport', 'vaccinemandate']"
"#BREAKING: #Omnicron symptoms are ""mild,"" ""no spike in hospital admissions"" has been reported.   #resist #masksoff #nomorelockdowns #liberty #mandate #vaccine #vaccinepassport #vaccineprotest #conservative  https://t.co/t9IhqGsphn","['breaking', 'omnicron', 'resist', 'masksoff', 'nomorelockdowns', 'liberty', 'mandate', 'vaccine', 'vaccinepassport', 'vaccineprotest', 'conservative']"
Another photo of #Melbourne march against #Covid mandates.   #resist #masksoff #nomorelockdowns #liberty #mandate #vaccine #vaccinepassport #vaccineprotest #conservative  https://t.co/HMJcGr25V0,"['melbourne', 'covid', 'resist', 'masksoff', 'nomorelockdowns', 'liberty', 'mandate', 'vaccine', 'vaccinepassport', 'vaccineprotest', 'conservative']"
"They got there as a consequence of the disastrous #vaccinepassport system, which says nothing about someone's state of health. #Vaccinated people are spreading the virus.  Passengers arriving in Holland from South Africa 'positive for Covid'  https://t.co/kq8OANIFCj @MailOnline","['vaccinepassport', 'vaccinated']"
"@CDPHE Why does @GovofCO seem to loathe this glorious model expressed through the Gouda art of cheese? @jaredpolis, I see no Gruyere area here - we must Havarti a statewide #maskmandate and a #VaccinePassport system if we want functional hospitals. Praise Cheeses! #polispandemic  https://t.co/p545BPOGNK","['maskmandate', 'vaccinepassport', 'polispandemic']"
🤣🤣🤣🤣 If you've had the #CovidVaccine you're now basically #unvaxxed but don't worry the #VaccinePassport will keep you safe.... 🤦‍♂️,"['covidvaccine', 'unvaxxed', 'vaccinepassport']"
"Quit Suppressing Early Treatment!  Everyone is going to catch #COVID19  at some point, whether U R #vaccinated   or not  The #vaccines don’t stop infection or transmission, the #VaccinePassport is Absolutely USELESS   Vaccinating OTHERS DOES NOT keep YOU from getting #COVID19  https://t.co/0PgQhUkIJG","['covid19', 'vaccinated', 'vaccines', 'vaccinepassport', 'covid19']"
From Kuwait’s weekly #protest against the #VaccineMandate #VaccinePassport  #wewillALLbethere,"['protest', 'vaccinemandate', 'vaccinepassport', 'wewillallbethere']"
"Your timely reminder that Covid19 'Vaccine Passports' are unethical, wrong, illegal and absolute authoritarian bullshit.   https://t.co/wGcvHegPZ1 via @bemusedbackpack #VaccineMandate  #PassSanitaire #VaccinePassport","['vaccinemandate', 'passsanitaire', 'vaccinepassport']"
"@GovofCO I'd be happy to help my local businesses, just as soon as we have a #VaccinePassport system and a statewide #maskmandate. For now I will have to prioritize helping my local hospitals - as they are overwhelmed by the #polispandemic.  https://t.co/23F0glX0DZ","['vaccinepassport', 'maskmandate', 'polispandemic']"
"@GovofCO can you please explain your reasons for turning a blind eye to this localized, misguided buffoonery while *all* CO hospitals and residents are impacted? If you can't manage a #VaccinePassport and a #maskmandate, what do we need @jaredpolis for? #polispandemic  https://t.co/KBxKxQCaQg","['vaccinepassport', 'maskmandate', 'polispandemic']"
So Maharashtra State Government has implemented #VaccinePassport for public gatherings &amp; shopping and NOBODY is even questioning it!!!  Complete infringement of personal liberty and the public at large is not even bothered? Unbelievable.  Cc:  @LifeMathMoney  @HKBelvedere,['vaccinepassport']
What is happening with this #OmicronVariant 👀 #Omicron is basically being crowned as the superior variant 😱 #OmicronCrowned🐍👑 #OmicronPossession #covidvariant #OMICRON #COVID19 #Covid #CovidVaccine #coronavirus #Corona #vaccination #VaccineMandate #vaccines #VaccinePassport,"['omicronvariant', 'omicron', 'omicroncrowned', 'omicronpossession', 'covidvariant', 'omicron', 'covid19', 'covid', 'covidvaccine', 'coronavirus', 'corona', 'vaccination', 'vaccinemandate', 'vaccines', 'vaccinepassport']"
The 🦇 eater? #OmicronVariant is basically being crowned as the superior variant 😱 #OmicronCrowned👑 #SerpentCrowned 🐍👑 #OmicronPossession #covidvariant #OMICRON #COVID19 #Covid #CovidVaccine #coronavirus #Corona #vaccination #VaccineMandate #vaccines #VaccinePassport,"['omicronvariant', 'omicroncrowned', 'serpentcrowned', 'omicronpossession', 'covidvariant', 'omicron', 'covid19', 'covid', 'covidvaccine', 'coronavirus', 'corona', 'vaccination', 'vaccinemandate', 'vaccines', 'vaccinepassport']"
Because I lied on my #vaccination record. The state and federal government only has me down for 1 shot and dosen't know what #vaccine I took. So what have you lied about in this age of #VaccineMandate and #VaccinePassport ?,"['vaccination', 'vaccine', 'vaccinemandate', 'vaccinepassport']"
"""Whether you sit next to someone that has a vaccine pass or doesn't have a vaccine pass, you catch covid from either of these people. So what is the point in the passport?"" #VaccinePassport",['vaccinepassport']
"""...disdain toward vaccine passes, such as New York City's, which requires citizens to show proof of vaccination to do certain activities, as 'crazy' and said those who have recovered from the virus are 'abused.'""  #VaccineMandate #VaccinePassport","['vaccinemandate', 'vaccinepassport']"
"In Thailand, Tourism Recovering At A Snail’s Pace  https://t.co/VfqByreWjI #travel #businesstravel #remoteworkers #Thailand #ChiangMai #Samui #EU #COVID19 #Omicron #travelrestrictions #vaccinepassport #holidays #resorts #QuarantineLife #travelinsurance #hospitals #beaches #WHO","['travel', 'businesstravel', 'remoteworkers', 'thailand', 'chiangmai', 'samui', 'eu', 'covid19', 'omicron', 'travelrestrictions', 'vaccinepassport', 'holidays', 'resorts', 'quarantinelife', 'travelinsurance', 'hospitals', 'beaches', 'who']"
This is NOT uncommon. Been to numerous #restaurants and #cafes #coffeeshops in #Toronto where life is almost pre-#pandemic - no one asks for #VaccinePassport no one cares. @JohnTory @fordnation I know you can’t police every business - but current way is NOT working.,"['restaurants', 'cafes', 'coffeeshops', 'toronto', 'pandemic', 'vaccinepassport']"
"@Just_Kram @RevengeOfTheMoo So #VaccinePassport is, effectively, suppression of freedom of choice. And the censorship and misinforming of the biological science has another agenda. #COVID19  Even if people had a (positive) right to not be infected, it would/should not trump others' (negative) right(s).  2/2","['vaccinepassport', 'covid19']"
Dear @billybragg   1/ I watched your interview on vaccine passports in amazement. Are you comparing an indefinite No of inadequately tested non-sterilising mRNA injections to ‚doing your recycling‘?   https://t.co/N6tOLz3w4z #VaccineMandates #VaccinePassport #BillyBragg,"['vaccinemandates', 'vaccinepassport', 'billybragg']"
#COVID19 #VaccinePassport #OmicronVariant   The amount of people going to the street in protest on a global scale is almost unprecedented.   But governments don't give a rat's ass. They just keep doing whatever they want in order to implement #TheGreatReset   It is despicable.,"['covid19', 'vaccinepassport', 'omicronvariant', 'thegreatreset']"
"Enjoying a snack @SecondCupCanada @ King and John St in #Toronto. However, NO ONE asked to see #VaccinePassport and there is no pen at the “self-serve” contact tracing form at the front. Hey @JohnTory @fordnation — you need to fix this to protect your jobs and your citizens.","['toronto', 'vaccinepassport']"
@AngusGaeEire It’s time you and other colleagues and restauranteurs @PaulTreyvaud stood up to this government and it’s flawed #VaccinePassport,['vaccinepassport']
"Please make sure you’re triple jabbed, have your #VaccinePassport ready, have a #LFT and #PCR test done in the last 30 minutes, are double masked, plus please keep two metres apart.  #BillyBragg the Simp Rebel Tour! #OmicronVariant","['vaccinepassport', 'lft', 'pcr', 'billybragg', 'omicronvariant']"
"#COVID19 #Covid_19 #VaccinePassport #healthpass #Demonstrations #protests  A huge demonstration at Pointe-a-Pitre in Guadeloupe against health passes, mandatory vaccinations and poor living conditions.  https://t.co/oie4Vx0Xns","['covid19', 'covid_19', 'vaccinepassport', 'healthpass', 'demonstrations', 'protests']"
"Power Cut at the Peterborough Utd v Barnsley game. Is it me, or is this happening a lot more this year? must be the vaccines right? 😷🤔💉 #covid19 #VaccinePassport  https://t.co/cc1ftpSBCu","['covid19', 'vaccinepassport']"
Please Support #cinemaandco They Are Fighting For Our #Freedom Against #VaccinePassport  https://t.co/f7J7SthDKs,"['cinemaandco', 'freedom', 'vaccinepassport']"
Dead    TO  Nov 27  3712  #Step3 #VaccineMandate #VaccinePassport #CdnPoli #ONpoli #TOpoli #CanLab #CdnLab #ONlab #Outbreak #UnionWorker #Resist #COVIDZero #PaidLeave #RightToRefuse #NPI #Pharmacare #OntEd #LTC #PayEquity #PPE #ChildCare #Travel #ICU #HVAC @TOPublicHealth  https://t.co/sSS70sDqVa,"['step3', 'vaccinemandate', 'vaccinepassport', 'cdnpoli', 'onpoli', 'topoli', 'canlab', 'cdnlab', 'onlab', 'outbreak', 'unionworker', 'resist', 'covidzero', 'paidleave', 'righttorefuse', 'npi', 'pharmacare', 'onted', 'ltc', 'payequity', 'ppe', 'childcare', 'travel', 'icu', 'hvac']"
@paulfrewDUP @NeeNawtogirls Just remember all. When they throwyou in a COVID camp when the #vaccinepassport doesn’t work. And we already know it won’t.  Somebody will have to shoulder the blame for the diktat of the Stormont circus 🤡,['vaccinepassport']
"The real reason you Need a #VaccinePassport, you know it's not for your protection, so why comply?  #resist #novaccinepassportsanywhere  #jointheresistance #nocomply #together #social   https://t.co/tqrFETNtjd","['vaccinepassport', 'resist', 'novaccinepassportsanywhere', 'jointheresistance', 'nocomply', 'together', 'social']"
