,hashtags,tweet
12580,"['AntiVaxxers', 'cdnpoli', 'VaccineMandate', 'bcpoli']","['antivaxx', 'replic', 'fals', 'claim', 'shot', '14', 'day', 'die', 'canadian', 'data', 'show', 'complet', 'fals', 'break', 'continu', 'make', 'whatev', 'make', 'feel', 'justifi', 'avoid', 'vaccin', 'cdnpoli', 'vaccinemand', 'bcpoli', 'httpstco64y0k7sfkk']"
12581,"['Florida', 'RonDeSantis', 'JoeBiden', 'VaccineMandate']","['florida', 'governor', 'rondesanti', 'sue', 'joebiden', 'administr', 'feder', 'contractor', 'vaccinemand', 'httpstcobthtb1eod']"
12582,['VaccineMandate'],"['regimechangebc', 'canada', 'epidemiolog', 'data', 'show', 'claim', 'complet', 'fals', 'israel', 'sinc', '3rd', 'dose', '2', 'dose', 'categori', '14', 'day', 'know', 'your', 'scare', 'need', 'stop', 'replic', 'baseless', 'claim', 'read', 'outsid', 'tribe', 'vaccinemand', 'httpstcozwtik3za28']"
12583,"['LosAlamitosSchoolBoard', 'California', 'CaliforniaSchoolBoard', 'maskmandate', 'VaccineMandate', 'Californiavaccinemandate', 'teacher']","['marli', 'davidson', 'california', 'school', 'board', 'presid', 'caught', 'mic', 'say', 'fk', 'parent', 'video', 'httpstcoqh17djzuo', 'losalamitosschoolboard', 'california', 'californiaschoolboard', 'maskmand', 'vaccinemand', 'californiavaccinemand', 'teacher']"
12584,['vaccinemandate'],"['astound', 'total', 'touch', 'peopl', 'profess', 'publicli', 'forgiv', '4', 'soft', 'skull', 'last', 'time', 'u', 'gaze', 'price', 'ga', 'pump', 'scrutin', 'alarm', 'rise', 'price', 'groceri', 'store', 'illeg', 'forc', '2', 'risk', 'life', 'w', 'vaccinemand', 'amp', 'mayb', 'lose', 'job', 'httpstco2jsx82k0kv']"
12585,"['VaccineMandate', 'Bulgaria']","['“there', 'sever', 'famili', 'stuck', 'here”', 'biden', 'administr', 'quietli', 'enact', 'new', 'vaccinemand', '2', 'u', 'famili', 'becom', 'strand', 'bulgaria', 'newli', 'adopt', 'child', 'httpstcomde5c9rwf']"
12586,"['ImpeachBiden', 'vaccinemandate', 'VaccinePassport', 'FJB', 'LetsGoBrandon']","['impeachbiden', '4', 'aid', 'amp', 'abet', 'illeg', 'immigr', 'invas', '4', 'aid', 'amp', 'abet', 'taliban', 'decim', 'economi', 'everi', 'vaccinemand', 'amp', 'vaccinepassport', 'push', '4', 'steal', 'job', 'noth', 'wrong', '4', '13', 'dead', 'marin', 'fjb', 'letsgobrandon']"
12587,"['Education', 'CRT', 'CriticalRaceTheory', 'VaccineMandate', 'America']","['wow', 'exampl', 'educ', 'board', 'charg', 'educ', 'american', 'childrenwhat', 'disgrac', 'httpstconhfjwkn2dv', 'educ', 'crt', 'criticalracetheori', 'vaccinemand', 'america']"
12588,"['vaccinemandate', 'vaccine', 'accommodations', 'confidenitality']","['subject', 'custom', 'vaccinemand', 'mandat', 'enforc', 'guest', 'visitor', 'check', 'guid', 'navig', 'third', 'parti', 'vaccin', 'mandat', 'accommod', 'confidenit', 'everyth', 'httpstcobrlh8jcjx']"
12589,"['VaccineMandate', 'MSM']","['vaccinemand', 'protest', 'nyc', 'msm', 'tie', 'hide', 'american', 'turn', 'thedemocrat', 'throughout', 'countri', '…', 'even', 'deep', 'blue', 'area', 'nypost', 'housedemocrat', 'speakerpelosi', 'potu', 'thehil', 'nprpolit', 'thehil', 'politico', 'theview', 'msnbc', 'cnnpolit', 'cbsnew']"
12590,"['Chicago', 'Afghanistan', 'VaccineMandate']","['hey', 'bucko', 'when', 'last', 'time', 'u', 'got', 'ga', 'bought', 'groceri', 'visit', 'chicago', 'countri', 'alreadi', 'go', 'hell', 'handbasket', '8', 'month', 'oh', 'forgot', 'hundr', 'u', 'citizen', 'left', 'behind', 'afghanistan', 'vaccinemand', 'crippl', 'economi', 'enough', 'yet', 'sure', '2', 'b', 'httpstco2txndnwppt']"
12591,"['FDNY', 'VaccineMandate']","['fdni', 'vaccinemand', 'back', 'fdni', 'good', 'god', 'obviou', 'httpstcoyc4y04yssk']"
12592,['VaccineMandate'],"['vaccinemand', 'doctors’', 'remind', 'nobodi', 'young', 'heart', 'attack', 'goa', 'news', 'time', 'india', 'httpstcou2fi3csgi6']"
12593,['VaccineMandate'],"['judg', 'deni', 'nypd', 'union', 'bid', 'halt', 'covid', 'vaccin', 'mandat', 'legal', 'preced', 'support', 'vaccinemand', 'httpstcovlh30tbesa', 'via', 'cbsnew']"
12594,"['newyork', 'vaccinemandates', 'vaccinemandate']","['go', 'death', 'sentenc', 'peopl', 'newyork', 'vaccinemand', 'vaccinemand', 'httpstcooulf1dsemj']"
12595,"['VaccineSideEffects', 'vaccine', 'COVID19', 'VaccineMandate']","['must', 'listen', 'testimoni', 'recent', 'fda', 'meet', 'advers', 'reaction', 'pt', '1', 'dose', 'remov', 'report', 'drsyedhaid', 'yardleyshoot', 'jamesmelvil', 'realcandaceo', 'pnjaban', 'pjhlaw', 'zellnerlaw', 'virusesimmun', 'joerogan', 'vaccinesideeffect', 'vaccin', 'covid19', 'vaccinemand', 'httpstco1qhfcjx6mg']"
12596,"['VaccineMandate', 'npc', 'trump']","['rememb', 'time', 'vaccinemand', 'npc’', 'also', 'call', 'trump', 'liter', 'hitler', 'lol', 'y’all', 'hoot', 'keep', 'bring', 'laugh']"
12597,"['vaccine', 'VaccineMandate', 'VaccineSideEffects']","['norman', 'doidg', 'magnum', 'opu', '4part', 'investig', 'natur', 'vaccin', 'hesit', 'httpstcowmctqlwanw', 'vaccinemand', 'vaccinesideeffect']"
12598,"['COVIDIOTS', 'VaccineMandate', 'VaccinePassports', 'VaccineDeaths', 'DansNext', 'ImpeachBiden', 'NoVaccineMandates', 'FreedomFlu', 'LetsGoBrandon', 'FJB', 'ArrestFauci']","['start', 'get', 'yet', 'covidiot', 'vaccinemand', 'vaccinepassport', 'vaccinedeath', 'dansnext', 'impeachbiden', 'novaccinemand', 'freedomflu', 'letsgobrandon', 'fjb', 'arrestfauci', 'httpstcomrngc63nda']"
12599,"['VaccineMandate', 'VaccineCentury', 'vaccination', 'VaccinesSaveLives']","['exogenesishh', 'thelucyjohnston', 'good', 'offic', 'deserv', 'fire', 'vaccinemand', 'vaccinecenturi', 'vaccin', 'vaccinessavel']"
12600,"['vaccinemandate', 'covid19', 'medicine', 'vaccine', 'health', 'freedom', 'donotcomply', 'justsayno', 'thursday', 'america', 'usa', 'letsgobrandon', 'fjb']","['harvard', 'professor', 'medicin', 'state', 'child', 'get', 'covid19', 'shot', 'vaccinemand', 'covid19', 'medicin', 'vaccin', 'health', 'freedom', 'donotcompli', 'justsayno', 'thursday', 'america', 'usa', 'letsgobrandon', 'fjb', 'httpstcowcw3lxh2wf']"
12601,"['VaccineMandate', 'covid', 'lockdown', 'resist', 'FightBack', 'LibertyOrDeath', 'vaccinated', 'unvaccinated', 'NY', 'FDNY']","['im', 'normal', 'protest', 'person', 'household', 'politician', 'cross', 'line', 'peopl', 'need', 'cross', 'one', 'send', 'right', 'messag', 'vaccinemand', 'covid', 'lockdown', 'resist', 'fightback', 'libertyordeath', 'vaccin', 'unvaccin', 'ny', 'fdni', 'httpstcojgvnq3gnmc']"
12602,"['Kids', 'Vaccine', 'Mandates', 'VaccineMandate']","['plea', 'defend', 'kid', 'vaccin', 'mandat', 'vaccinemand', 'httpstco1dplxhgtxu']"
12603,"['vaccine', 'vaccinemandate', 'lacounty']","['lo', 'angel', 'counti', 'health', 'offici', 'expect', 'child', 'vaccin', 'hundr', 'thousand', 'region', '5', '11', 'year', 'old', 'readi', 'first', 'day', 'novemb', 'vaccin', 'vaccinemand', 'lacounti', 'httpstcoopmv2auopk']"
12604,"['vaccinemandate', 'MandatoryVaccination']","['learn', 'colleagu', 'said', 'leav', 'nurs', 'hospit', 'vaccinemand', 'kick', 'nov', '15th', 'first', 'shot', 'woohoo', 'mandat', 'work', 'leadership', 'work', 'mandatoryvaccin']"
12605,"['covid', 'SCAMDEMIC2021', 'TheVarients', 'VaccineMandate', 'maskcarade']","['day', '591', 'fifteen', 'day', 'flatten', 'curv', 'covid', 'scamdemic2021', 'thevari', 'vaccinemand', 'maskcarad']"
12606,"['VaccineMandate', 'WendyMartinez', 'NewJersey', 'VoteMurphyOutOfNewJersey', 'MurphyExposed', 'MurphyMandates', 'VoteRed']","['govmurphi', 'what’', 'happen', 'vaccinemand', 'you’r', 'go', 'impos', 'win', 'wendymartinez', 'el', 'hide', 'newjersey', 'voter', 'votemurphyoutofnewjersey', 'murphyexpos', 'murphymand', 'voter', 'jack4nj']"
12607,"['NYC', 'VaccineMandate', 'DeBlasio', 'democratscamdemic', 'VaccineMandates', 'VaccineCentury', 'VaccineCertificate', 'VaccinePassport', 'scamdemic', 'plandemic', 'NewYorkCity']","['nyc', 'may', 'lose', '30', 'percent', 'polic', 'forc', 'fire', 'depart', 'due', 'vaccinemandatethat', 'commi', 'deblasio', 'doesnt', 'care', 'httpstcoyto7avvnak', 'democratscamdem', 'vaccinemand', 'vaccinecenturi', 'vaccinecertif', 'vaccinepassport', 'scamdem', 'plandem', 'newyorkc']"
12608,['VaccineMandate'],"['nychealthcommr', 'realli', 'make', 'weak', 'as', 'case', 'tri', 'justifi', 'vaccinemand', 'disingenu', 'contradictori', 'take', 'vaccin', 'efficaci', 'report', 'failur', 'last', 'month', 'israel', 'uk', 'httpstcombztyxklrt']"
12609,"['Newsom', 'recall', 'vaccinemandate']","['vote', 'newsom', 'recal', 'longer', 'silent', 'hypocrisi', 'she’', 'particularli', 'upset', 'prison', 'guard', 'get', 'excus', 'vaccinemand', 'big', 'donat', 'lategavinnewsom', 'coron', 'err', 'reelect', 'year', 'away', 'httpstcoj3w5drfxwi']"
12610,['VaccineMandate'],"['nycmayor', 'ask', 'fdni', 'hold', 'protest', 'front', 'graci', 'mansion', 'fascist', 'extortionist', 'vaccinemand', 'httpstcombztyxcmj1', 'httpstcoawy4mqecea']"
12611,"['science', 'medicine', 'COVID', 'pandemic', 'vaccine', 'VaccineMandate', 'VaccineMandates', 'mask']","['jreinermd', 'within', 'month', 'vaccin', 'mak', 'mandat', 'seen', 'signific', 'declin', 'imagin', 'scienc', 'medicin', 'covid', 'pandem', 'vaccin', 'vaccinemand', 'vaccinemand', 'mask']"
12612,"['FuckJoeBiden', 'FuckVaccineMandates', 'FuckAnthonyFauci', 'FuckBillDeBlasio', 'LiberalismIsAMentalDisorder', 'COVID', 'VaccineMandate']","['happen', 'liber', 'progress', 'asshol', 'run', 'thing', 'peopl', 'die', 'fuckjoebiden', 'fuckvaccinemand', 'fuckanthonyfauci', 'fuckbilldeblasio', 'nypd', 'fdni', 'liberalismisamentaldisord', 'covid', 'vaccinemand', 'httpstcodjnldodaqx']"
12613,"['VaccineSideEffects', 'Covid_19', 'vaccine', 'VaccineMandate']","['realest', 'tweet', 'day', 'vaccinesideeffect', 'covid19', 'vaccin', 'vaccinemand', 'httpstcowncmv0ejh']"
12614,"['Biden', 'unvaxxed', 'ClownWorld', 'LetsGoBrandon', 'CovidVaccine', 'VaccineMandate', 'Vaxanation', 'MedicalTyranny', 'SupremeLeaderBiden']","['next', 'act', 'watch', 'biden', 'strip', 'unvax', 'doctor', 'nurs', 'licens', 'prevent', 'open', 'privat', 'practic', 'clownworld', 'letsgobrandon', 'covidvaccin', 'vaccinemand', 'vaxan', 'medicaltyranni', 'supremeleaderbiden']"
12615,"['VaccineMandate', 'frontlineworkers', 'getheavy']","['get', 'heavi', 'pod', 'ep', '85', 'nurs', 'ordain', 'hero', 'last', '2', 'year', 'hesit', 'get', 'vax', 'villain', 'vaccinemand', 'frontlinework', 'getheavi', 'httpstcoh7t88vv1iq']"
12616,"['NewYork', 'VaccineMandate', 'COVIDIOT']","['npr', 'fdni', 'ufanyc', 'cheer', 'willingli', 'obey', 'law', 'order', 'appar', 'mean', 'noth', 'newyork', 'vaccinemand', 'covidiot', 'httpstcokqtqlmkcgi']"
12617,['VaccineMandate'],"['vaccinemand', 'rememb', 'mother', 'would', 'tell', 'take', 'medicin', 'sick', 'refus', 'didnt', 'like', 'even', 'though', 'good', 'would', 'tell', 'couldnt', 'watch', 'tv', 'punish', 'till']"
12618,"['VaccineMandate', 'LongCovid', 'COVID19']","['risk', 'ass', 'part', 'social', 'worker', 'job', 'truli', 'hope', 'social', 'worker', 'mani', 'hospit', 'unvaccin', 'vaccinemand', 'longcovid', 'covid19', 'httpstcobpacqkbtcx']"
12619,"['NYPD', 'cops', 'VaccineMandate']","['admin', 'cop', 'tri', 'get', 'uniform', 'monday', 'morn', 'nypd', 'cop', 'vaccinemand', 'httpstcozgfl9hyvji']"
12620,"['NoVaccinePassportsAnywhere', 'NoVaccinePassports', 'slavepass', 'vaccinedeath', 'BidenIsAFailure', 'Biden', 'VaccineMandate']","['sound', 'like', 'threat', 'doesnt', 'novaccinepassportsanywher', 'novaccinepassport', 'slavepass', 'vaccinedeath', 'bidenisafailur', 'biden', 'vaccinemand', 'httpstcobpvzbjpoxf']"
12621,"['NationalFirstRespondersDay', 'VaccineMandate', 'HoldTheLine', 'letsgoBrandon']","['nationalfirstrespondersday', 'famili', 'full', 'first', 'respond', 'thank', 'everi', 'one', 'everyth', 'sacrific', 'special', 'shout', 'thousand', 'volunt', 'stand', 'vaccinemand', 'holdthelin', 'letsgobrandon']"
12622,"['VaccineMandate', 'DoNotComply', 'FreedomofChoice']","['mani', 'jab', 'will', 'take', 'name', '“follow', 'science”', 'vaccinemand', 'donotcompli', 'freedomofchoic']"
12623,"['vaccinated', 'vaccine', 'VaccineMandate']","['fourth', 'dose', 'vaccin', 'vaccin', 'vaccinemand', 'httpstco4o01dmlwvl']"
12624,"['lockdown', 'VaccineMandate']","['florida', 'reach', 'lowest', 'case', 'rate', 'nation', 'appar', 'florida', 'strict', 'lockdown', 'polici', 'vaccinemand', 'proven', 'effect', 'httpstcoxlqfiyvvwv']"
12625,"['Covid', 'VaccineMandate']","['boy', 'risk', 'pfizer', 'jab', 'sideeffect', 'covid', 'suggest', 'studi', 'httpstco1t1aybn9tp', 'vaccinemand']"
12626,"['OSHA', 'COVID19', 'vaccinemandate']","['nahb', 'share', 'concern', 'govern', 'offici', 'impend', 'emerg', 'temporari', 'standard', 'osha', 'requir', 'compani', '100', 'employe', 'mandat', 'covid19', 'vaccin', 'worker', 'conduct', 'weekli', 'test', 'unvaccin', 'httpstco0flavommv1', 'vaccinemand']"
12627,['VaccineMandate'],"['new', 'york', 'citi', 'face', 'seriou', 'shortag', '’s', 'polic', 'firefight', 'amp', 'ambul', 'worker', 'due', 'draconian', 'vaccinemand', 'fact', 'nyc', 'allow', 'natur', 'immun', 'exempt', 'prove', 'scienc', 'health', 'control', 'httpstcoyjxojdpefn']"
12628,"['EndtheMandate', 'BostonMayor', 'CovidVaxExposed', 'COVIDIOTS', 'VaccineMandate', 'VaccinePassports', 'VaccineDeaths', 'DansNext', 'ImpeachBiden', 'NoVaccineMandates', 'FreedomFlu', 'LetsGoBrandon', 'FJB', 'ArrestFauci']","['wtf', 'endthemand', 'bostonmayor', 'covidvaxexpos', 'covidiot', 'vaccinemand', 'vaccinepassport', 'vaccinedeath', 'dansnext', 'impeachbiden', 'novaccinemand', 'freedomflu', 'letsgobrandon', 'fjb', 'arrestfauci']"
12629,['vaccinemandate'],"['poll', 'think', 'vaccinemand', 'polic', 'offic', 'paid', 'firefight']"
12630,"['construction', 'VaccineMandate', 'Maine', 'BeShur']","['month', 'construct', 'advantag', 'bernsteinshur', 'attorney', 'ben', 'dexter', 'explain', 'mill', 'administr', 'vaccin', 'mandat', 'affect', 'construct', 'industri', 'gtgt', 'httpstcocdw8knn241', 'construct', 'vaccinemand', 'main', 'beshur', 'httpstcoueqaawn']"
12631,"['HIV', 'COVID19', 'VaccineMandate']","['someth', 'import', 'point', 'mani', 'peopl', 'w', 'hiv', 'arent', 'good', 'friend', 'recent', 'came', 'hiv', 'amp', 'talk', 'friend', 'amp', 'famili', 'theyv', 'silent', 'cut', 'loo', 'due', 'take', 'basic', 'protect', 'covid19', 'vaccinemand']"
12632,"['HR', 'humanresources', 'workplaceguidance', 'vaccinemandate']","['limit', 'yesorno', 'respons', 'eeoc', 'confirm', 'law', 'ask', 'employe', 'vaccin', 'statu', 'without', 'violat', 'feder', 'antidiscrimin', 'law', 'laborattorney', 'share', 'httpstcocakknlnaj', 'hr', 'humanresourc', 'workplaceguid', 'vaccinemand', 'httpstco6nzk0ibi8n']"
12633,['vaccinemandate'],"['firefight', 'plan', 'protest', 'new', 'york', 'citi', 'vaccinemand', 'home', 'mayor', 'bill', 'de', 'blasio', 'thursday', 'public', 'employe', 'get', 'coronaviru', 'vaccin', 'nov', '1', 'risk', 'lose', 'job', 'httpstcolmuzhi1g2f']"
12634,"['NYCBlackFriday', 'Vaccism', 'VaccineMandate']","['31', 'hour', 'itll', 'curtain', 'nycblackfriday', 'vaccism', 'vaccinemand', 'nobodi', 'cast', 'societi', 'confid', 'defect', 'ineffect', 'vaccin', 'httpstconwebpx94xb']"
12635,"['COVIDVaccination', 'vaccinated', 'VaccineMandate']","['doctor', 'shame', 'patient', 'made', 'person', 'choic', 'get', 'covid', 'vaccin', 'help', 'covidvaccin', 'vaccin', 'vaccinemand']"
12636,"['NYC', 'Blasio', 'VaccineMandate', 'police', 'DemocratsHateAmerica']","['nyc', 'pay', 'huge', 'price', 'de', 'blasio’', 'vaccinemand', 'polic', 'democratshateamerica', 'httpstcop0l4aqoeo']"
12637,"['HealthCareWorkers', 'VaccineMandate', 'Doctors', 'Nurses', 'FirstResponders']","['healthcarework', 'suppos', 'concern', 'health', 'wellb', 'other', 'vaccinemand', 'institut', 'follow', 'rule', 'set', 'exampl', 'level', 'hypocrit', 'arrog', 'stun', 'doctor', 'nurs', 'firstrespond']"
12638,"['NewYorkCity', 'police', 'VaccineMandate', 'NYPD', 'PublicHealth', 'health', 'law']","['hj257', 'judg', 'deni', 'newyorkc', 'polic', 'union’', 'request', 'halt', 'vaccinemand', 'nypd', 'publichealth', 'health', 'law', 'httpstcoeszzvfl611']"
12639,"['CovidVaxExposed', 'COVIDIOTS', 'VaccineMandate', 'VaccinePassports', 'VaccineDeaths', 'DansNext', 'ImpeachBiden', 'NoVaccineMandates', 'FreedomFlu', 'LetsGoBrandon', 'FJB', 'ArrestFauci']","['crypto', 'tweet', 'covidvaxexpos', 'covidiot', 'vaccinemand', 'vaccinepassport', 'vaccinedeath', 'dansnext', 'impeachbiden', 'novaccinemand', 'freedomflu', 'letsgobrandon', 'fjb', 'arrestfauci', 'httpstcobjosrrklud']"
12640,"['Police', 'VaccineMandate', 'FirstResponders']","['polic', 'suppos', 'enforc', 'rule', 'law', 'vaccinemand', 'institut', 'follow', 'rule', 'break', 'level', 'hypocrit', 'arrog', 'absolut', 'stun', 'firstrespond']"
12641,"['vaccination', 'COVID19', 'VaccineMandate']","['thank', 'rondesantisfl', '🙏🏻', 'vaccin', 'covid19', 'vaccinemand', 'httpstcoisabo7bi2b']"
12642,"['NationalFirstRespondersDay', 'NYC', 'VaccineMandate', 'FakeNews', 'United', 'FirstResponders', 'LetsGoBrandon', 'FJB']","['🇺🇸', 'happi', 'nationalfirstrespondersday', '🇺🇸', 'first', 'respond', 'nyc', 'protest', 'vaccinemand', '👏🏻', '“a', 'crowd', '300”', 'like', 'fakenew', 'report', 'like', '25000‼️', 'look', 'race', 'unit', '🙌🏻', 'thank', 'firstrespond', 'support', '♥️', 'letsgobrandon', 'fjb', 'httpstcox7ivjzazxo']"
12643,"['BrevardCounty', 'VaccineMandate', 'CapeCanaveral', 'Florida', 'News', 'Reporter', 'Florida']","['interview', 'sheriff', 'brevardcounti', 'sheriffivey', 'vaccinemand', 'protest', 'capecanaver', 'florida', 'news', 'report', 'florida', 'httpstcoovgbhsxpsb']"
12644,['vaccinemandate'],"['nyc', 'vaccinemand', 'polic', 'fire', 'union', 'warn', 'possibl', 'staf', 'crisi', 'deadlin', 'loom', 'fox', 'news', 'httpstcozrtpyhgjjm']"
12645,"['VaccineMandate', 'NoGreenPass', 'NoVaccinePassports', 'NoVaccinePassportsAnywhere', 'NoVaccineMandates', 'mandatoryvaccination', 'Pureblood', 'MedicalApartheid']","['employ', 'vaccinemand', 'worldfam', 'doctor', 'say', 'contact', 'help', 'httpstcoorh7siyj7p', 'nogreenpass', 'novaccinepassport', 'novaccinepassportsanywher', 'novaccinemand', 'mandatoryvaccin', 'pureblood', 'medicalapartheid']"
12646,"['healthcareworkers', 'healthcareheros', 'VaccineMandate', 'COVID19']","['work', 'hospit', '10', 'year', 'mandatori', 'flu', 'vaccin', 'never', 'said', 'word', 'throw', 'fit', 'covid', 'vaccin', '🐑that', 'care', 'someon', 'told', 'healthcarework', 'healthcarehero', 'vaccinemand', 'covid19']"
12647,"['VaccineMandate', 'avoidthejab', 'stoptheshot', 'WakeUpAmerica', 'StandYourGround', 'FreedomFlu', 'ResistCovid1984', 'DoNotComply', 'HoldTheLine', 'LetsGoBrandon']","['employ', 'vaccinemand', 'worldfam', 'doctor', 'say', 'contact', 'help', 'httpstcoorh7siyj7p', 'avoidthejab', 'stoptheshot', 'wakeupamerica', 'standyourground', 'freedomflu', 'resistcovid1984', 'donotcompli', 'holdthelin', 'letsgobrandon']"
12648,"['Covid_19', 'pandemicofthevaccinated', 'NoVaccinePassportsAnywhere', 'VaccineMandate', 'VaccineSideEffects', 'boosters']","['ireland', 'highest', 'number', 'hospit', 'covid19', 'sinc', 'march', 'despit', '91', 'popul', '12', 'vaccin', 'pandemicofthevaccin', 'novaccinepassportsanywher', 'vaccinemand', 'vaccinesideeffect', 'booster', 'httpstcoai0gaqva15']"
12649,['VaccineMandate'],"['isnt', 'riski', 'vaccinemand', 'httpstconi43u4yvhm']"
12650,"['NoVaccinePassports', 'VaccineMandate', 'vaccination']","['don’t', 'cave', 'pressur', 'mandat', 'law', 'novaccinepassport', 'vaccinemand', 'vaccin', '💉', 'it’', 'bodi', 'choic', 'httpstcod3ifjfm3rx']"
12651,"['Biden', 'Vaxx', 'VaccineMandate', 'DemocratsAreADisaster']","['biden', 'new', 'tactic', 'forc', 'vaxx', 'counsel', 'compli', 'vaccinemand', 'democratsareadisast', 'httpstcon0vwlne7za']"
12652,"['VaccineMandate', 'FoxNews', 'NoVaccinePassportsAnywhere', 'NoVaccineMandates', 'COVID19', 'COVID', 'firstrespondersday', 'NY21', 'news', 'Newsmax']","['much', 'insult', 'amp', 'touch', 'get', 'mani', 'lost', 'job', 'vaccinemand', 'foxnew', 'novaccinepassportsanywher', 'novaccinemand', 'covid19', 'covid', 'firstrespondersday', 'degrasse81', 'elisestefanik', 'ny21', 'news', 'newsmax', 'fud31', 'httpstcob4cuheuftz']"
12653,"['CovidVaccine', 'mandates', 'VaccineMandate']","['exclus', 'florida', 'ag', 'ashleymoodyfl', 'govrondesanti', 'sue', 'potu', 'nasa', 'covidvaccin', 'mandat', 'feder', 'contractor', 'vaccinemand', 'httpstcou4be15efsh']"
12654,['VaccineMandate'],"['good', '👍', 'vaccinemand', 'nyc', 'firefight', 'union', 'tell', 'firefight', 'report', 'duti', 'defi', 'vaccin', 'mandat', 'httpstco5yaourxlw4']"
12655,['VaccineMandate'],"['corpor', 'institut', 'fire', 'employe', 'vaccin', 'find', 'also', 'lost', 'respect', 'remain', 'employe', 'vaccinemand']"
12656,"['Germany', 'VaccineMandate', 'VaccinePassport', 'Fascism', 'allfactsmatter']","['germani', 'cancel', 'christma', 'dirti', 'degener', 'diseas', 'unvaccin', 'untermenschen', 'scienc', 'medic', 'apartheid', 'logic', 'medic', 'fascism', 'httpstcopkgga8aaut', 'germani', 'vaccinemand', 'vaccinepassport', 'fascism', 'allfactsmatt']"
12657,"['VACCINE', 'VaccineMandate', 'VaccineSideEffects', 'COVID', 'COVID19', 'Covid_19', 'WALKOUTS', 'VaccinePassport', 'VaccinePassports']","['come', 'europ', 'valneva', 'whole', 'viru', 'vaccin', 'mrna', 'vector', 'vaccin', 'vaccinemand', 'vaccinesideeffect', 'covid', 'covid19', 'covid19', 'walkout', 'vaccinepassport', 'vaccinepassport', 'httpstcodwrlbe0ixq']"
